id,cust_id,store_id,products,transaction_date
869,876,30,"['CEL-00000687', 'FIT-00002164']",1993-10-11
870,719,9,"['AUT-00000539', 'LAP-00000596', 'FIT-00000117']",1998-07-05
871,812,10,"['FIT-00000527', 'FIT-00000673', 'FIT-00000965', 'FIT-00000925']",1995-07-23
872,41,26,['AUT-00001252'],1992-01-03
873,804,27,['CEL-00000742'],1995-09-18
874,692,32,"['AUT-00001238', 'AUT-00000844', 'FIT-00000985', 'CEL-00000697']",1991-11-25
875,261,19,"['LAP-00000093', 'FIT-00000018', 'AUT-00001438', 'AUT-00000332']",1997-11-17
876,175,27,"['AUT-00000484', 'AUT-00000203']",1998-04-22
877,420,26,"['AUT-00000879', 'AUT-00000805', 'LAP-00000826', 'AUT-00000877']",1994-12-26
878,645,21,"['CEL-00000547', 'LAP-00000199']",1992-01-02
879,602,29,['FIT-00001522'],2000-04-05
880,619,15,"['CEL-00000710', 'LAP-00000649', 'FIT-00000388', 'FIT-00001634']",1990-06-09
881,345,24,"['FIT-00001648', 'FIT-00002312', 'FIT-00001287']",1993-09-05
882,108,24,"['FIT-00001552', 'AUT-00000372', 'FIT-00000690', 'FIT-00000174']",1999-08-14
883,180,34,"['CEL-00000628', 'CEL-00000408', 'FIT-00002201']",1998-11-02
884,602,25,"['CEL-00000072', 'AUT-00000969', 'FIT-00000102']",1992-06-03
885,88,3,"['AUT-00000242', 'AUT-00001108', 'FIT-00001715', 'FIT-00001296']",2000-07-12
886,918,32,"['LAP-00000238', 'CEL-00000350']",1995-04-05
887,538,3,['AUT-00001393'],1994-08-12
888,528,5,"['AUT-00000334', 'FIT-00002361', 'CEL-00000712', 'FIT-00000942']",1997-05-29
889,993,22,"['CEL-00000283', 'AUT-00000063', 'FIT-00001613']",1995-12-16
890,462,22,"['FIT-00001248', 'FIT-00000717']",1993-12-17
891,56,13,['FIT-00000137'],1992-03-05
892,145,33,"['CEL-00000380', 'AUT-00001153', 'CEL-00000009']",2000-03-21
893,484,18,"['CEL-00000366', 'CEL-00000319']",1999-12-26
894,186,2,['FIT-00000275'],1993-08-11
895,532,32,"['AUT-00000053', 'AUT-00000084']",1992-05-18
896,907,20,"['LAP-00000130', 'AUT-00000654', 'LAP-00000722']",1999-06-09
897,745,31,"['AUT-00000059', 'AUT-00001327']",1996-05-11
898,328,2,['AUT-00000446'],1992-08-02
899,977,34,['LAP-00000780'],1996-09-20
900,143,18,"['LAP-00000522', 'AUT-00000770', 'FIT-00002460', 'AUT-00001149']",1994-10-03
901,165,24,"['AUT-00000531', 'FIT-00000987', 'AUT-00000572']",2000-04-26
902,17,30,"['FIT-00000025', 'FIT-00001991']",1991-01-15
903,304,8,"['CEL-00000672', 'FIT-00001092']",1992-05-22
904,320,7,"['FIT-00001019', 'CEL-00000299', 'FIT-00002330']",1993-01-06
905,480,34,"['AUT-00001390', 'AUT-00000796', 'FIT-00001296']",1999-12-18
906,205,14,['FIT-00000399'],1996-04-25
907,415,25,"['AUT-00001372', 'FIT-00001667', 'CEL-00000343']",1999-11-20
908,515,21,"['AUT-00000664', 'FIT-00001396', 'AUT-00000892', 'LAP-00000009']",1999-04-16
909,87,25,"['FIT-00001278', 'AUT-00000063', 'LAP-00000179', 'CEL-00000276']",1996-07-10
910,699,14,['FIT-00000862'],1998-03-16
911,615,2,"['CEL-00000105', 'FIT-00000271', 'AUT-00001101']",2000-11-24
912,102,19,"['AUT-00001108', 'AUT-00000037', 'FIT-00000893']",1999-08-25
913,336,7,"['AUT-00000645', 'AUT-00000565', 'LAP-00000556', 'AUT-00000981']",1990-12-24
914,724,12,"['LAP-00000144', 'AUT-00000826', 'FIT-00001766', 'CEL-00000738']",1995-01-02
915,294,27,"['FIT-00001465', 'LAP-00000373', 'LAP-00000325']",1994-02-08
916,362,23,"['FIT-00001325', 'FIT-00000414']",1999-04-16
917,868,21,"['FIT-00000615', 'FIT-00001422']",1991-12-24
918,515,11,"['FIT-00000157', 'FIT-00002433', 'CEL-00000098']",1993-09-16
919,277,7,"['AUT-00000612', 'AUT-00001416']",1994-03-12
920,655,29,"['FIT-00001988', 'AUT-00000012', 'CEL-00000611', 'AUT-00000835']",1993-05-04
921,699,8,['FIT-00001455'],1990-11-06
922,389,27,['CEL-00000167'],1994-01-28
923,240,9,"['CEL-00000307', 'FIT-00002119']",1995-06-19
924,57,33,"['AUT-00000450', 'FIT-00001348']",1990-10-06
925,102,12,['FIT-00000404'],1996-06-23
926,887,34,"['CEL-00000521', 'LAP-00000514', 'FIT-00000465', 'LAP-00000260']",1993-07-31
927,693,2,"['LAP-00000289', 'LAP-00000133', 'AUT-00001305']",1995-12-24
928,774,12,['FIT-00001340'],1990-07-03
929,366,19,['CEL-00000335'],2000-04-24
930,490,22,"['FIT-00000577', 'AUT-00000927']",1998-09-30
931,590,4,"['LAP-00000811', 'FIT-00001808', 'AUT-00000270', 'CEL-00000600']",1997-02-04
932,152,34,"['FIT-00001701', 'FIT-00000715', 'FIT-00001356']",1992-12-08
933,952,21,"['AUT-00000810', 'LAP-00000813', 'FIT-00001477']",1999-06-14
934,859,33,['AUT-00001069'],1993-11-04
935,935,25,"['FIT-00002028', 'CEL-00000232', 'FIT-00001025', 'AUT-00000150']",1996-03-01
936,81,30,"['FIT-00000332', 'AUT-00000162', 'AUT-00000574']",2000-01-04
937,766,13,['AUT-00000193'],2000-11-13
938,165,16,['FIT-00000904'],1994-12-06
939,62,14,"['AUT-00000625', 'CEL-00000714', 'AUT-00000039']",1993-07-30
940,879,22,"['FIT-00001074', 'FIT-00001491']",1999-09-27
941,529,4,['CEL-00000138'],1999-09-25
942,828,31,"['FIT-00002424', 'AUT-00000967']",1996-09-18
943,793,3,"['CEL-00000236', 'AUT-00000616']",1991-04-20
944,164,26,"['AUT-00000192', 'FIT-00001712']",1999-12-20
945,576,5,"['AUT-00000369', 'CEL-00000149']",2000-03-01
946,294,0,['CEL-00000218'],1995-04-28
947,290,23,"['AUT-00000417', 'FIT-00000848', 'FIT-00001602', 'AUT-00000866']",1992-04-19
948,614,18,"['FIT-00002142', 'LAP-00000229', 'LAP-00000119', 'AUT-00000737']",1991-06-24
949,365,5,"['LAP-00000395', 'AUT-00001065', 'FIT-00001608']",1996-04-13
950,596,4,['LAP-00000355'],1997-03-18
951,50,17,['FIT-00002412'],1999-01-27
952,667,1,"['CEL-00000516', 'FIT-00000681', 'AUT-00001034', 'FIT-00001220']",1994-05-31
953,95,14,['FIT-00001998'],1992-09-24
954,295,25,['FIT-00001052'],1992-04-20
955,764,2,"['FIT-00000649', 'CEL-00000717', 'FIT-00002143']",1996-07-22
956,321,28,"['AUT-00001314', 'FIT-00000906', 'FIT-00000708', 'AUT-00000832']",1997-12-16
957,463,1,"['AUT-00001006', 'LAP-00000419', 'FIT-00001614']",1992-09-08
958,243,18,"['CEL-00000229', 'CEL-00000189', 'LAP-00000155', 'AUT-00000402']",1992-09-24
959,379,7,"['FIT-00000176', 'AUT-00000691']",1992-05-30
960,124,5,"['LAP-00000025', 'FIT-00001080', 'FIT-00001754']",1993-04-15
961,171,15,"['FIT-00000179', 'LAP-00000168']",1990-11-30
962,281,30,"['FIT-00000685', 'FIT-00000859', 'CEL-00000526']",1991-02-08
963,548,1,"['FIT-00000884', 'FIT-00000315', 'FIT-00002369', 'LAP-00000514']",1993-03-03
964,902,29,"['FIT-00002433', 'LAP-00000024', 'AUT-00000220', 'AUT-00001008']",1997-01-07
965,636,29,['AUT-00001026'],1993-11-07
966,23,12,"['LAP-00000596', 'CEL-00000116', 'FIT-00000644', 'LAP-00000299']",1994-05-22
967,686,19,['FIT-00000985'],1997-08-28
968,450,24,"['CEL-00000033', 'FIT-00001001', 'AUT-00000573', 'AUT-00001025']",1993-07-23
969,456,24,['FIT-00000918'],1993-03-24
970,196,30,"['CEL-00000365', 'FIT-00001619', 'FIT-00001486', 'FIT-00000314']",1999-05-20
971,892,18,"['LAP-00000007', 'AUT-00000068', 'FIT-00000583', 'AUT-00000363']",1998-09-15
972,596,21,"['CEL-00000137', 'LAP-00000718', 'FIT-00000888', 'FIT-00000581']",1990-07-29
973,640,8,"['FIT-00000051', 'FIT-00002180']",1991-04-03
974,558,12,"['FIT-00001259', 'FIT-00001365']",1993-08-28
975,916,22,['CEL-00000693'],2000-09-26
976,360,6,"['LAP-00000340', 'AUT-00000580', 'LAP-00000208']",1992-05-30
977,90,21,['FIT-00001296'],1990-04-15
978,616,6,"['LAP-00000533', 'LAP-00000584']",1996-05-24
979,142,23,"['LAP-00000802', 'FIT-00000892']",1997-09-11
980,527,5,"['FIT-00001845', 'FIT-00001663', 'AUT-00001351']",1999-07-03
981,132,9,"['LAP-00000083', 'LAP-00000281']",2000-03-23
982,96,14,"['LAP-00000758', 'FIT-00000433', 'CEL-00000051']",1991-12-08
983,538,20,"['LAP-00000703', 'AUT-00001392', 'FIT-00001118']",1999-08-29
984,528,29,"['FIT-00001581', 'AUT-00000652']",1993-11-21
985,333,18,"['FIT-00000779', 'FIT-00000656', 'FIT-00000860', 'AUT-00001360']",1993-04-21
986,358,3,"['LAP-00000197', 'FIT-00001937', 'FIT-00000369']",1998-01-03
987,381,12,"['FIT-00001257', 'FIT-00001918', 'FIT-00000374', 'AUT-00001421']",1996-07-28
988,928,7,"['FIT-00001709', 'CEL-00000191', 'CEL-00000327', 'AUT-00000124']",2000-08-28
989,682,5,"['AUT-00001385', 'FIT-00001648']",1999-01-11
990,452,34,['AUT-00000364'],1997-01-16
991,740,15,['CEL-00000358'],1994-10-31
992,853,30,"['FIT-00001446', 'FIT-00000812', 'AUT-00001157', 'FIT-00001560']",1991-04-11
993,77,17,"['FIT-00001625', 'FIT-00001556']",1992-06-16
994,717,20,"['AUT-00001266', 'CEL-00000678']",1996-08-03
995,191,13,['AUT-00000388'],1993-07-13
996,618,5,"['FIT-00000867', 'AUT-00001011']",1995-08-07
997,364,21,"['AUT-00001030', 'FIT-00002064']",1992-10-28
998,856,17,"['LAP-00000775', 'FIT-00000918']",1993-07-12
999,271,7,"['AUT-00000124', 'CEL-00000232']",1998-08-03
1000,924,16,['AUT-00000958'],1991-12-26
1001,695,3,"['CEL-00000266', 'FIT-00001205', 'FIT-00000712']",1994-09-22
1002,934,9,['CEL-00000467'],1990-04-14
1003,594,19,"['FIT-00001606', 'FIT-00002216', 'FIT-00001150']",1992-03-25
1004,317,8,['AUT-00001254'],1999-05-24
1005,163,21,"['CEL-00000552', 'FIT-00000246', 'AUT-00000573']",1997-09-07
1006,713,17,"['FIT-00002162', 'LAP-00000450']",1997-08-05
1007,2,11,"['FIT-00001119', 'FIT-00001661']",1993-11-28
1008,379,13,['FIT-00001669'],1999-05-16
1009,356,2,['FIT-00001098'],1996-07-17
1010,219,28,"['AUT-00001413', 'FIT-00001582']",1994-01-12
1011,978,12,"['AUT-00000347', 'FIT-00001125', 'AUT-00000989']",1997-02-04
1012,304,13,"['AUT-00001047', 'FIT-00001214', 'FIT-00001426', 'FIT-00000980']",1992-02-28
1013,371,30,"['FIT-00002127', 'FIT-00001601', 'FIT-00000006', 'CEL-00000090']",1993-05-01
1014,34,12,"['FIT-00001597', 'AUT-00000875', 'AUT-00000746', 'FIT-00001771']",1994-04-17
1015,280,13,"['AUT-00000188', 'AUT-00000902']",1993-11-04
1016,685,21,"['FIT-00000612', 'LAP-00000107', 'AUT-00001165']",1994-12-25
1017,776,8,"['FIT-00000823', 'LAP-00000309', 'FIT-00001928']",1993-05-05
1018,490,26,['AUT-00000859'],1998-08-20
1019,904,18,"['FIT-00001455', 'FIT-00000279', 'FIT-00000953']",1995-09-08
1020,175,9,['FIT-00000914'],1990-03-28
1021,254,26,"['AUT-00001385', 'FIT-00001602', 'FIT-00000360']",1993-06-29
1022,289,21,"['LAP-00000696', 'AUT-00000487', 'FIT-00001214', 'CEL-00000248']",1992-07-02
1023,640,32,"['FIT-00002442', 'AUT-00000875', 'LAP-00000348', 'AUT-00001026']",1991-10-14
1024,801,14,"['AUT-00000928', 'CEL-00000420', 'FIT-00001552', 'AUT-00000919']",1993-07-28
1025,859,13,"['AUT-00000486', 'AUT-00000973', 'AUT-00000648', 'FIT-00002188']",2000-05-13
1026,593,34,"['CEL-00000176', 'FIT-00000420', 'AUT-00000245', 'FIT-00000943']",1993-12-23
1027,296,30,"['FIT-00002184', 'CEL-00000364', 'FIT-00001607', 'AUT-00000100']",1991-12-23
1028,854,1,"['FIT-00001631', 'FIT-00001535']",1997-05-12
1029,837,15,"['FIT-00002289', 'LAP-00000014', 'CEL-00000059', 'FIT-00001346']",1995-05-12
1030,765,9,"['FIT-00001828', 'LAP-00000477']",1994-06-04
1031,201,9,['CEL-00000013'],1995-04-23
1032,193,28,"['AUT-00001306', 'CEL-00000145', 'FIT-00001105', 'FIT-00000678']",1994-10-28
1033,607,27,"['FIT-00001785', 'FIT-00000191', 'AUT-00001013']",1998-10-23
1034,115,30,['FIT-00001203'],1999-02-02
1035,461,8,['CEL-00000089'],1994-08-08
1036,496,25,['FIT-00001864'],1999-11-11
1037,361,11,"['FIT-00000068', 'FIT-00001371']",1999-10-22
1038,396,20,"['FIT-00000334', 'FIT-00000605', 'AUT-00000904', 'LAP-00000052']",1993-06-08
1039,516,12,"['AUT-00001430', 'FIT-00001325']",1994-03-21
1040,826,8,"['AUT-00001231', 'FIT-00001445', 'FIT-00000032', 'FIT-00001468']",1991-04-19
1041,791,19,['CEL-00000581'],1993-02-06
1042,478,26,"['FIT-00001348', 'AUT-00001179']",1994-07-27
1043,562,4,"['AUT-00001073', 'LAP-00000311', 'FIT-00000131', 'AUT-00001335']",1994-03-27
1044,701,17,"['LAP-00000821', 'AUT-00000094', 'AUT-00000353', 'AUT-00000783']",1994-11-28
1045,835,26,"['AUT-00000846', 'AUT-00001305', 'AUT-00000757']",1994-08-12
1046,189,8,"['FIT-00001340', 'CEL-00000090']",1995-01-17
1047,54,26,"['CEL-00000102', 'AUT-00000793']",1992-06-22
1048,913,6,['FIT-00001546'],1998-01-02
1049,659,34,"['FIT-00001851', 'CEL-00000746', 'FIT-00002096', 'FIT-00002456']",1998-02-20
1050,341,6,['FIT-00001136'],2000-09-26
1051,734,29,"['FIT-00000518', 'AUT-00000810', 'AUT-00000918', 'FIT-00000434']",1992-07-25
1052,640,5,"['AUT-00000407', 'FIT-00002276']",1999-02-08
1053,254,28,['AUT-00000420'],2000-08-17
1054,336,1,"['FIT-00002252', 'FIT-00001301', 'AUT-00000288', 'AUT-00000336']",1997-11-15
1055,53,14,"['FIT-00000175', 'FIT-00000556', 'LAP-00000150']",1995-11-06
1056,342,33,"['LAP-00000816', 'FIT-00001078']",1997-07-11
1057,591,16,['AUT-00000895'],1991-04-20
1058,325,24,['CEL-00000401'],1999-07-12
1059,326,13,"['CEL-00000245', 'FIT-00000785']",1992-08-28
1060,862,14,"['FIT-00000243', 'AUT-00001417', 'AUT-00000331']",1996-09-02
1061,7,30,['AUT-00001021'],1995-08-13
1062,717,5,"['CEL-00000685', 'AUT-00001200']",2000-12-20
1063,927,13,"['FIT-00001731', 'FIT-00000419', 'LAP-00000576', 'FIT-00002320']",2000-03-31
1064,969,11,"['LAP-00000460', 'AUT-00000131', 'CEL-00000330']",1990-08-25
1065,205,0,"['FIT-00002156', 'FIT-00000894', 'FIT-00001970']",1997-01-25
1066,744,25,"['CEL-00000445', 'AUT-00000524', 'FIT-00000261']",1990-06-15
1067,91,17,"['FIT-00001708', 'CEL-00000636', 'FIT-00000109', 'AUT-00001311']",1999-02-22
1068,733,12,['FIT-00000608'],2000-11-07
1069,764,27,['FIT-00001642'],1994-04-12
1070,421,24,"['CEL-00000431', 'FIT-00001729', 'FIT-00000385', 'FIT-00001581']",1996-10-16
1071,432,11,"['CEL-00000304', 'AUT-00000123']",1993-04-26
1072,300,21,"['FIT-00001789', 'LAP-00000392', 'AUT-00000215', 'LAP-00000328']",1996-08-30
1073,467,6,"['FIT-00002113', 'AUT-00001318', 'AUT-00001366']",1997-10-30
1074,949,28,"['LAP-00000769', 'LAP-00000191', 'FIT-00000472', 'LAP-00000255']",1993-04-30
1075,927,34,"['FIT-00001968', 'FIT-00002320', 'AUT-00000586', 'FIT-00001217']",1991-05-24
1076,608,8,"['FIT-00000442', 'LAP-00000358', 'AUT-00000579', 'CEL-00000594']",1996-08-25
1077,936,3,"['AUT-00000948', 'FIT-00000793', 'CEL-00000562', 'LAP-00000048']",1995-04-14
1078,691,24,"['CEL-00000459', 'FIT-00002400']",1994-07-04
1079,451,5,"['AUT-00000472', 'AUT-00001286']",2000-06-24
1080,854,18,['FIT-00002476'],1995-10-24
1081,9,2,"['LAP-00000706', 'FIT-00000085', 'CEL-00000549', 'FIT-00000162']",1998-01-22
1082,729,31,"['FIT-00000509', 'CEL-00000170', 'FIT-00001487']",1992-07-14
1083,739,29,"['AUT-00001429', 'AUT-00000810']",1996-08-03
1084,145,32,"['CEL-00000501', 'CEL-00000349', 'AUT-00001194']",1992-07-28
1085,36,12,['FIT-00002141'],1996-04-09
1086,512,9,"['FIT-00001669', 'AUT-00000575', 'FIT-00002308', 'AUT-00000270']",1996-12-24
1087,224,9,"['LAP-00000181', 'AUT-00000357', 'CEL-00000745', 'FIT-00002136']",1993-12-09
1088,256,7,"['LAP-00000092', 'FIT-00001674', 'CEL-00000208']",1993-01-08
1089,245,2,"['FIT-00001271', 'CEL-00000347', 'FIT-00001573', 'LAP-00000255']",1996-07-18
1090,466,19,"['CEL-00000704', 'AUT-00000411', 'FIT-00001404', 'CEL-00000206']",1998-07-12
1091,641,27,"['AUT-00001264', 'CEL-00000644', 'FIT-00000733', 'FIT-00002324']",1991-12-13
1092,203,15,"['AUT-00001123', 'FIT-00001329', 'CEL-00000178', 'LAP-00000511']",1994-03-10
1093,842,23,"['CEL-00000266', 'FIT-00002193']",2000-03-02
1094,969,18,"['AUT-00001143', 'LAP-00000723', 'AUT-00000587']",1995-04-20
1095,212,28,"['AUT-00000391', 'LAP-00000172', 'FIT-00000284', 'AUT-00000738']",1998-01-04
1096,476,22,['LAP-00000300'],1999-11-09
1097,641,34,"['FIT-00001177', 'FIT-00001778']",1999-06-09
1098,904,30,"['AUT-00000782', 'FIT-00000752']",1995-02-19
1099,332,18,"['LAP-00000532', 'FIT-00000426', 'AUT-00000304', 'LAP-00000649']",1997-07-27
1100,213,7,['AUT-00001145'],1997-10-26
1101,141,33,['FIT-00001924'],1999-09-16
1102,327,6,['CEL-00000311'],1997-06-21
1103,119,18,"['CEL-00000252', 'FIT-00000214']",1993-07-06
1104,68,7,"['LAP-00000695', 'FIT-00002283', 'CEL-00000088', 'AUT-00000203']",1991-10-30
1105,982,2,"['CEL-00000052', 'LAP-00000087', 'FIT-00001473']",1998-08-10
1106,311,18,['CEL-00000096'],1997-08-05
1107,552,13,"['LAP-00000102', 'LAP-00000339']",1995-07-29
1108,703,24,"['LAP-00000531', 'LAP-00000801', 'AUT-00000011']",1999-12-31
1109,995,15,"['FIT-00000625', 'AUT-00000498']",1998-01-22
1110,873,24,"['AUT-00000879', 'CEL-00000715', 'CEL-00000133']",1992-04-26
1111,112,5,"['CEL-00000005', 'FIT-00001659']",1999-12-23
1112,311,13,"['AUT-00000028', 'AUT-00001158', 'FIT-00000413', 'FIT-00001633']",1994-10-02
1113,643,5,['LAP-00000620'],1997-06-01
1114,48,9,['FIT-00001965'],1996-01-14
1115,384,19,"['FIT-00001775', 'AUT-00000092']",1998-10-20
1116,302,0,"['AUT-00000364', 'FIT-00000507', 'AUT-00000865']",1997-09-23
1117,569,3,"['LAP-00000301', 'AUT-00001226', 'FIT-00000869']",1990-02-09
1118,129,33,['FIT-00000877'],1990-06-16
1119,11,9,"['AUT-00001024', 'AUT-00001049', 'LAP-00000145']",1999-12-31
1120,318,34,"['FIT-00002408', 'FIT-00000562', 'FIT-00000358', 'LAP-00000718']",1993-05-12
1121,720,14,"['CEL-00000629', 'AUT-00001386']",1994-04-15
1122,883,19,"['CEL-00000610', 'FIT-00001752', 'AUT-00000962', 'CEL-00000558']",2000-08-30
1123,758,14,"['AUT-00000980', 'FIT-00002048', 'FIT-00002202']",2000-03-06
1124,284,22,['LAP-00000452'],1997-07-24
1125,872,12,"['AUT-00000222', 'AUT-00001149']",1990-11-25
1126,45,17,"['AUT-00000236', 'LAP-00000541']",1996-07-28
1127,612,18,"['FIT-00000625', 'FIT-00000448']",1990-02-17
1128,505,11,['LAP-00000330'],2000-01-20
1129,476,24,['FIT-00001674'],1991-01-05
1130,156,14,"['FIT-00001450', 'FIT-00000298', 'CEL-00000531']",1999-01-11
1131,143,26,"['FIT-00000084', 'FIT-00002202', 'AUT-00000932', 'LAP-00000009']",1992-05-09
1132,190,8,"['AUT-00000330', 'AUT-00000895', 'FIT-00000668', 'FIT-00002265']",1997-02-16
1133,589,32,"['FIT-00000026', 'FIT-00000201', 'AUT-00000380', 'CEL-00000080']",1991-03-26
1134,237,6,"['AUT-00000999', 'FIT-00000009', 'FIT-00000421', 'FIT-00000672']",1991-11-20
1135,71,28,"['FIT-00000969', 'AUT-00001243', 'FIT-00001223']",1999-02-01
1136,785,9,['CEL-00000266'],1992-04-01
1137,918,23,['AUT-00000321'],1990-10-21
1138,519,10,"['AUT-00001214', 'FIT-00002020']",1994-03-14
1139,339,2,"['AUT-00000992', 'FIT-00000445']",1995-05-05
1140,817,29,"['FIT-00002159', 'AUT-00000301', 'LAP-00000454']",1993-11-19
1141,198,23,['FIT-00001667'],1992-08-16
1142,245,24,"['FIT-00000983', 'AUT-00000957', 'AUT-00000148']",1990-08-30
1143,805,1,"['FIT-00000768', 'FIT-00000696', 'AUT-00000276', 'FIT-00000008']",1999-09-19
1144,26,21,"['FIT-00000109', 'FIT-00002210']",1994-11-19
1145,404,16,"['LAP-00000694', 'AUT-00000807']",1992-09-09
1146,688,10,"['LAP-00000026', 'FIT-00000898', 'LAP-00000350', 'AUT-00001012']",1992-11-10
1147,654,24,"['CEL-00000320', 'CEL-00000040']",2000-06-08
1148,832,3,['FIT-00001174'],1990-09-08
1149,839,7,"['LAP-00000557', 'FIT-00001802']",1995-10-16
1150,829,34,['FIT-00000757'],1991-12-13
1151,610,28,"['FIT-00000293', 'FIT-00001872']",2000-04-17
1152,174,28,"['FIT-00000504', 'CEL-00000572', 'AUT-00001222', 'FIT-00000992']",1995-06-28
1153,662,28,"['FIT-00002473', 'CEL-00000423', 'LAP-00000782']",1993-01-01
1154,576,15,['FIT-00001853'],1998-03-20
1155,689,5,"['FIT-00000513', 'AUT-00001111', 'FIT-00000939']",1994-06-11
1156,25,13,"['AUT-00000745', 'FIT-00002258']",1998-01-06
1157,529,13,['FIT-00001378'],1992-05-29
1158,478,27,['CEL-00000555'],2000-12-29
1159,317,3,"['FIT-00002006', 'CEL-00000583', 'FIT-00002101', 'AUT-00001308']",1994-07-21
1160,985,12,"['FIT-00000940', 'AUT-00000229']",1990-02-21
1161,316,4,"['FIT-00001959', 'CEL-00000456', 'FIT-00001058', 'LAP-00000082']",1991-03-13
1162,546,8,"['CEL-00000505', 'AUT-00001108']",1998-05-09
1163,821,25,['CEL-00000653'],2000-05-18
1164,563,2,"['CEL-00000710', 'FIT-00000194']",1993-09-12
1165,578,29,"['LAP-00000710', 'FIT-00001584', 'CEL-00000226', 'CEL-00000591']",1995-12-27
1166,902,11,"['FIT-00001205', 'CEL-00000327']",1991-07-13
1167,367,34,"['FIT-00000616', 'FIT-00000985', 'FIT-00000211']",2000-05-23
1168,309,13,"['LAP-00000220', 'AUT-00001044']",1993-05-16
1169,82,8,['FIT-00001139'],1991-05-15
1170,602,10,"['LAP-00000412', 'LAP-00000039', 'FIT-00001708']",1997-05-06
1171,176,16,"['FIT-00002294', 'FIT-00000340', 'FIT-00001817']",1999-08-03
1172,780,25,"['LAP-00000577', 'AUT-00000723', 'AUT-00001367', 'LAP-00000403']",1993-08-09
1173,63,15,['AUT-00000679'],1999-05-19
1174,131,30,"['CEL-00000752', 'AUT-00000014']",1996-11-07
1175,100,0,"['FIT-00000421', 'FIT-00002366', 'FIT-00000646', 'CEL-00000291']",1994-12-11
1176,920,26,['FIT-00000501'],1993-12-20
1177,314,19,"['FIT-00000146', 'CEL-00000399', 'LAP-00000085', 'AUT-00000474']",1992-07-15
1178,416,0,['FIT-00001349'],1998-09-22
1179,751,4,"['FIT-00000559', 'AUT-00000595', 'CEL-00000548', 'LAP-00000822']",1999-01-14
1180,130,5,"['LAP-00000825', 'CEL-00000475', 'AUT-00001282']",1993-06-22
1181,67,9,"['LAP-00000661', 'FIT-00000270', 'LAP-00000118', 'CEL-00000129']",1993-05-13
1182,625,22,['FIT-00001847'],1992-09-30
1183,362,12,['AUT-00000699'],1999-05-11
1184,238,32,"['LAP-00000133', 'FIT-00000146', 'FIT-00001281']",1991-10-12
1185,818,33,"['AUT-00000729', 'AUT-00000807', 'FIT-00002217']",1990-11-10
1186,318,19,"['LAP-00000479', 'AUT-00000148', 'AUT-00000710']",2000-01-05
1187,339,23,"['CEL-00000514', 'FIT-00001238']",1994-08-06
1188,76,0,"['AUT-00000379', 'LAP-00000144', 'FIT-00001855', 'FIT-00000930']",1997-01-14
1189,412,7,"['FIT-00002051', 'FIT-00002276', 'CEL-00000324']",2000-10-19
1190,207,25,['FIT-00002436'],1990-07-14
1191,14,31,"['CEL-00000485', 'FIT-00000792', 'FIT-00000217']",1998-10-12
1192,666,16,"['FIT-00000171', 'AUT-00000635']",2000-12-29
1193,458,27,"['LAP-00000789', 'AUT-00001146']",1994-01-25
1194,144,7,"['AUT-00000540', 'FIT-00002409']",1992-03-15
1195,494,3,"['LAP-00000434', 'AUT-00000944', 'AUT-00000788', 'FIT-00001874']",1994-05-08
1196,372,23,"['FIT-00000876', 'FIT-00001359']",1995-02-05
1197,151,20,"['FIT-00001326', 'FIT-00000764', 'FIT-00001160']",1995-12-22
1198,381,17,['FIT-00000630'],1991-07-02
1199,807,7,"['LAP-00000210', 'CEL-00000112', 'LAP-00000324']",1995-08-01
1200,368,10,['AUT-00001214'],1993-01-24
1201,833,12,"['FIT-00001346', 'LAP-00000671', 'AUT-00001408']",1991-01-09
1202,711,18,"['LAP-00000040', 'FIT-00001148']",1997-07-09
1203,658,32,"['CEL-00000563', 'AUT-00000899']",1991-11-23
1204,882,21,"['AUT-00000699', 'LAP-00000296', 'CEL-00000465']",2000-04-29
1205,642,32,"['FIT-00000647', 'LAP-00000101']",1993-11-11
1206,496,13,['CEL-00000231'],1992-08-09
1207,62,20,"['LAP-00000459', 'CEL-00000289', 'AUT-00000279']",1999-05-07
1208,800,9,"['AUT-00001126', 'LAP-00000750']",1996-05-25
1209,412,13,['FIT-00000937'],1991-12-19
1210,949,18,['CEL-00000264'],1995-06-08
1211,14,34,"['FIT-00000652', 'LAP-00000471', 'AUT-00000928']",1999-06-29
1212,715,10,"['FIT-00000375', 'AUT-00000271']",1997-07-30
1213,937,21,"['LAP-00000302', 'FIT-00001374', 'AUT-00000308', 'FIT-00001610']",2000-02-21
1214,728,34,"['LAP-00000731', 'AUT-00000212']",1997-06-16
1215,2,33,['AUT-00001342'],1993-05-16
1216,902,14,['FIT-00000531'],1991-06-18
1217,77,5,"['FIT-00000782', 'AUT-00000457', 'FIT-00002087']",2000-03-05
1218,930,18,['FIT-00000432'],1990-05-26
1219,228,15,"['FIT-00002004', 'FIT-00000312', 'CEL-00000037', 'AUT-00000392']",1996-06-21
1220,989,11,['CEL-00000433'],1990-05-08
1221,171,14,['AUT-00000455'],1997-12-23
1222,258,34,"['FIT-00002130', 'FIT-00000828', 'AUT-00001025']",1999-10-07
1223,911,29,"['CEL-00000379', 'CEL-00000508', 'CEL-00000661', 'LAP-00000560']",1998-10-22
