color,condition,customerReviewAverage,customerReviewCount,description,features,longDescription,manufacturer,modelNumber,name,regularPrice,salePrice,shortDescription,sku,type,upc
Black,New,,,,"[{'feature': 'Compatible with Arlo Essential wire-free video doorbell\nThe wall plate helps cover up any messy cables, holes, or marks left by your old doorbell.'}, {'feature': 'Vibrant look\nThis sleek doorbell wall plate is designed to form the perfect back mount for the Arlo Essential doorbell, enhancing the sophisticated design of the doorbell.'}, {'feature': 'High-grade rugged materials\nEnsure maximum durability, stability and long service life.'}]",Upgrade your wireless Arlo Essential doorbell with this black Wasserstein wall plate. The sleek design complements the elegance of the Arlo Essential doorbell while covering up any previous wall damage for a clean and fresh finish. This Wasserstein wall plate is made of high-grade materials to withstand harsh outdoor conditions for long-lasting use.,Wasserstein,ARLOESSDBWALLPLATEUS,Wasserstein - Wall Plate for Arlo Essential Wire-Free Video Doorbell - Black,13.99,13.99,,6483999,HardGood,4895230313091
Black,New,3.5,94.0,,"[{'feature': 'Compatible with Ring video doorbell 1 (2nd Generation 2020)\nConnect your Ring video doorbell to the solar charger with a micro USB cable, which eliminates the messy cable of hardwired installation.'}, {'feature': 'Effortless fitting\nThe box includes the toolkit and easy-to-follow instructions for an installation within minutes, making it a perfect mounting option for your doorbell.'}, {'feature': 'Powered by US-engineered efficient solar cells\nIts solar panel provides a stable charging experience to your Ring doorbell, even in low-light conditions.'}, {'feature': 'Continuous charging\nIt prolongs the battery life of your video doorbell by continuous charging with just a few hours of direct sunlight exposure.'}, {'feature': 'Weatherproof design\nThis solar charger is made of high-grade, weather-resistant materials, making it perfect for outdoor use.'}]","Power your 2nd Gen Ring video doorbell continuously with this Wasserstein premium solar charger. The high-quality solar cells offer reliable, efficient and stable charging performance, while the micro USB cable connector eliminates the need for hardwiring and delivers a mess-free setup. This weatherproof Wasserstein premium solar charger is durable and withstands volatile outdoor conditions.",Wasserstein,RINGDBSECSOLARSPREMBLKUS,Wasserstein Mountable Solar Charger For Ring Video Doorbell 1 (2nd Generation 2020) - Black,39.99,39.99,"Compatible with Ring Video Doorbell 1 (2nd generation 2020); solar charger; high-grade materials; mountable, weather-resistant design; Micro-USB cable connection; simple installation",6485799,HardGood,4895230314036
Black,Refurbished,,,,"[{'feature': 'Outdoor Ambiance\nSeamlessly create the perfect ambiance for any occasion throughout your backyard. Set the mood for a get-together with friends or accent your outdoor home d&#233;cor.'}, {'feature': 'A Product for Every Need\nPhilips Hue offers the largest variety of indoor and outdoor smart lights* that work seamlessly together for endless design options both inside and outside the home.'}, {'feature': 'Easy Installation\nThe Philips Hue Impress Wall Light involves minimal installation effort and offers a plug-and-play solution that does not require an electrician.'}, {'feature': 'Weatherproof\nThe Philips Hue Impress Wall Light, designed with IP44, uses high-quality aluminum and tempered glass to ensure the best performance in outdoor conditions.'}, {'feature': 'Bridge & Power Supply Unit Required\nThe Philips Hue Impress Wall Light requires a Philips Hue Bridge and power supply unit (both sold seperately).'}, {'feature': '*Based on manufacturer published specs as of February 3, 2020.'}]","Geek Squad&#174; Certified Refurbished products are thoroughly, painstakingly and lovingly tested, so you can be sure that your device will work right, right away. Geek Squad&#174; Certified Refurbished products.Increase your home's curb appeal with the touch of a button. The Hue Impress Wall Light offers 16 million colors and warm to cool light for instant outdoor d&#233;cor. The Hue Impress Wall Light, now available in low voltage, lets you illuminate your outdoor spaces with colorful, smart-lighting. The simple plug-and-play solution does not require any hard wiring.",Philips,GSRF 1745930V7,Geek Squad Certified Refurbished Philips Hue Impress Outdoor Wall light - Black,159.99,111.99,,6486034,HardGood,400064860341
Black,Refurbished,5.0,1.0,,"[{'feature': 'A Wash of Light For Large Spaces\nWith its elongated design, the Amarant linear wall wash light shines its brilliant light evenly against large, flat spaces such as walls, fences, and hedges.'}, {'feature': 'Millions of Colors of Light\nNot only does the Amarant offer warm-to-cool shades of white, it also features millions of colors of light to instantly transform your ourdoor d&#233;cor.'}, {'feature': ""LowVolt System\nSimply plug and play - the LowVolt system let's you plug in your outdoor light to any socket. No wiring required.""}, {'feature': 'Connect Multiple Lights Together\nCreate a wall of light by connecting multiple Amarant linear wall wash lights together, forming a daisy chain of lights with just one power supply unit.'}, {'feature': 'Metal Shield\nThe built-in metal shield directs light upwards and out, creating an even spread of light across large surfaces and eliminating harsh glare.'}]","Geek Squad&#174; Certified Refurbished products are thoroughly, painstakingly and lovingly tested, so you can be sure that your device will work right, right away. Geek Squad&#174; Certified Refurbished products.Illuminate your outdoor spaces, such as fences, walls, and hedges, with white and color light. Part of the LowVolt system, the Amarant linear wall wash light connects to a Philips Hue power supply unit and can even be connected to one another, creating a continuous wall of light.",Philips,GSRF 1746630V7,Philips - Geek Squad Certified Refurbished Amarant Low Volt Outdoor Extension - Black,179.99,161.99,,6486036,HardGood,400064860365
Black,New,4.7,6.0,,"[{'feature': 'Colorful smart light\nInstantly set the mood for any occasion with 16 million colors of light. Transform any room for an immersive entertainment experience, create the perfect atmosphere for a get-together with friends, or complement your home decor.'}, {'feature': 'Seamlessly blend colors\nGet a seamless blend of multiple colors of light at the same time in a single fixture. The colors flow together naturally, casting light against the wall to showcase a unique effect.'}, {'feature': 'Light recipes\nUse the preset Philips Hue light recipes to fit your mood or activities throughout the day. Amp up the energy with the cool white light of the Energize light recipe in the morning or unwind with the subtle, soft light of Relax.'}, {'feature': 'Control it your way\nEasily control your smart lights with the touch of a button in the Philips Hue app or just the sound of your voice. You can also add smart accessories to your system to control your entire house, both inside and outside.'}, {'feature': 'Bluetooth enabled\nPhilips Hue with Bluetooth is the easiest way to get started with smart lighting. Set the mood instantly with Bluetooth-enabled LED lamps and the Philips Hue Bluetooth app, which allows you to control up to 10 lights in a room.'}, {'feature': 'Voice control\nActivate hands-free help in any room with Bluetooth voice-activated smart lights. Simply pair your Philips Hue lights with any compatible Amazon Echo or Google Home device to manage your smart lights with just your voice.'}, {'feature': 'Hue bridge compatible\nAdd a Hue Bridge (sold seperately) to your Bluetooth-controlled setup to make your smart lighting system even smarter. With the Hue Bridge, you can add up to 50 lights &#8212; including your existing Bluetooth-enabled lights &#8212; and smart accessories throughout your entire home.'}]","The Philips Hue gradient Signe table lamp blends seamlessly with any home decor thanks to its slim, stylish design. Blending multiple colors of light together, it washes the wall with a unique gradient effect. Use with Bluetooth or connect to a Hue Bridge (sold seperately) to unlock the full suite of smart lighting features.",Philips,569095,Philips - Hue Gradient Signe Table Lamp - Black,219.99,219.99,,6491633,HardGood,046677803490
Black,New,5.0,2.0,,"[{'feature': 'Colorful smart light\nInstantly set the mood for any occasion with 16 million colors of light. Transform any room for an immersive entertainment experience, create the perfect atmosphere for a get-together with friends, or complement your home decor.'}, {'feature': 'Seamlessly blend colors\nGet a seamless blend of multiple colors of light at the same time in a single LED light tube. The colors flow together naturally, casting light against the wall to showcase a unique effect behind your TV.'}, {'feature': 'Expanded entertainment viewing\nUsing color-capable Philips Hue lights and accessories, you can watch your lights dance, flash, dim, brighten, and change color in sync with your media. Requires Hue Bridge and Hue Play HDMI Sync box, not included/sold separately.'}, {'feature': 'Surround lighting effects\nPhilips Hue smart lights react to the content on your TV screen in real time, illuminating the room for a captivating television viewing or gaming experience. Requires Hue Bridge and Hue Play HDMI Sync box, not included/sold separately.'}, {'feature': 'Versatile design\nMade with sturdy, high-quality materials, the Play gradient light tube can be laid flat at the base of the TV or even mounted to the underside of a TV stand or a shelf above. No matter the location, it shines a bright, bold gradient of colorful light.'}, {'feature': 'Rotability\nRotate the light tube up to 340 degrees to direct its blend of colorful light anywhere you&#8217;d like, creating a wash of indirect lighting without any glare on the TV itself.'}, {'feature': 'Control it your way\nEasily control your smart lights with the touch of a button in the Philips Hue app or just the sound of your voice. You can also add smart accessories to your system to control your entire house, both inside and outside.'}, {'feature': 'Bluetooth enabled\nPhilips Hue with Bluetooth is the easiest way to get started with smart lighting. Set the mood instantly with Bluetooth-enabled LED bulbs using the Philips Hue Bluetooth app, allowing you to control up to 10 lights in a room.'}, {'feature': 'Hue bridge compatible\nAdd a Hue Bridge (sold separately) to your Bluetooth-controlled setup to make your smart lighting system even smarter. With the Hue Bridge, you can add up to 50 lights &#8212; including your existing Bluetooth-enabled lights &#8212; and smart accessories throughout your entire home.'}]",Blend multiple colors of light in a single lamp with the compact Philips Hue Play Gradient Light Tube and cast a beautiful blend of color onto the wall below your TV. Control instantly via Bluetooth in a single room or pair with a Hue Bridge (sold separately) to unlock the full suite of smart lighting features in your whole home.,Philips,569129,Philips - Hue Play Gradient Light Tube Compact - Black,199.99,199.99,,6491634,HardGood,046677803537
Black,New,5.0,3.0,,"[{'feature': 'Colorful smart light\nInstantly set the mood for any occasion with 16 million colors of light. Transform any room for an immersive entertainment experience, create the perfect atmosphere for a get-together with friends, or complement your home decor.'}, {'feature': 'Seamlessly blend colors\nGet a seamless blend of multiple colors of light at the same time in a single LED light tube. The colors flow together naturally, casting light against the wall to showcase a unique effect behind your TV.'}, {'feature': 'Expanded entertainment viewing\nUsing color-capable Philips Hue lights and accessories, you can watch your lights dance, flash, dim, brighten, and change color in sync with your media. Requires Hue Bridge and Hue Play HDMI Sync box, not included/sold seperately.'}, {'feature': 'Surround lighting effects\nPhilips Hue smart lights react to the content on your TV screen in real time, illuminating the room for a captivating television viewing or gaming experience. Requires Hue Bridge and Hue Play HDMI Sync box, not included/sold seperately.'}, {'feature': 'Versatile design\nMade with sturdy, high-quality materials, the Play gradient light tube can be laid flat at the base of the TV or even mounted to the underside of a TV stand or a shelf above. No matter the location, it shines a bright, bold gradient of colorful light.'}, {'feature': 'Rotability\nRotate the light tube up to 340 degrees to direct its blend of colorful light anywhere you&#8217;d like, creating a wash of indirect lighting without any glare on the TV itself.'}, {'feature': 'Control it your way\nEasily control your smart lights with the touch of a button in the Philips Hue app or just the sound of your voice. You can also add smart accessories to your system to control your entire house, both inside and outside.'}, {'feature': 'Bluetooth enabled\nPhilips Hue with Bluetooth is the easiest way to get started with smart lighting. Set the mood instantly with Bluetooth-enabled LED bulbs using the Philips Hue Bluetooth app, allowing you to control up to 10 lights in a room.'}, {'feature': 'Hue bridge compatible\nAdd a Hue Bridge (sold seperately) to your Bluetooth-controlled setup to make your smart lighting system even smarter. With the Hue Bridge, you can add up to 50 lights &#8212; including your existing Bluetooth-enabled lights &#8212; and smart accessories throughout your entire home.'}]",Bring the cinema home with the Philips Hue Play gradient light tube. Place or mount beneath a TV to cast a blend of colorful light. Rotate the tube to shine it in any direction &#8212; a perfect complement to surround lighting. Control instantly via Bluetooth in a single room or pair with a Hue Bridge (sold seperately) to unlock the full suite of smart lighting features in your whole home.,Philips,569137,Philips - Hue Play Gradient Light Tube Large - Black,219.99,219.99,,6491638,HardGood,046677803551
Black,New,4.3,12.0,,"[{'feature': 'Compatible with Ring Stick Up Cam security camera\nIncluding Stick Up Cam Plug-In, Stick Up Cam Battery (3rd Gen) with power adapter (sold separately), or Stick Up Cam Solar (3rd Gen).'}, {'feature': 'Expand your view of home\nPan-Tilt Mount provides a 340&#176; rotation and 60&#176; tilt that upgrades the standard 130&#176; field of view on Stick Up Cam Plug-In to a complete view of your surroundings.'}, {'feature': 'Perfectly positioned\nThe weather-resistant design lets you mount the camera on a wall outdoors so you can easily check for packages. Or, place it on a tabletop indoors and bring blindspots into view.'}, {'feature': ""Control from the Ring App\nSet motion zones for the areas you want to cover, and get real-time notifications when motion is detected. Then pan up, down, and around in the Ring App to track the action and see what's happening from anywhere.""}]","Set up your Ring Stick Up Cam Plug-In surveillance camera with this black Ring Pan-Tilt mount. The weather-resistant construction supports safe outdoor use. This Ring Pan-Tilt mount rotates up to 360 degrees and tilts up to 60 degrees to cover a wider viewing area, and compatibility with the Ring control app offers intuitive operation.",Ring,B094611758,Pan-Tilt Mount for Ring Stick Up Cam - Black,44.99,44.99,,6492192,HardGood,840080585352
Black,New,5.0,3.0,,"[{'feature': 'Designed specifically for the Amazon 4th Gen Echo Dot speaker\nSafely holds Amazon Echo Dot Speaker, freeing up counter space'}, {'feature': 'Rotating design\nAllows speaker to be pointed in direction of the listener for optimal sound'}, {'feature': 'Plug and play design\nPlugs directly into outlet and  conceals power adapter'}, {'feature': 'Clean look\nBuilt-in cable management hides the power cord for a clean look'}]","The WSEDH1 is specially designed to work with Echo Dot (4th gen.) Quick and easy installation in five minutes or less. Arrange power cord inside, attach speaker to hanger and plug into outlet. This hanger frees up counter space and allows the speaker to be pointed in the the direction of the listener. Available in black or white which complements your Echo Dot (4th Gen) and fits nicely with d&#233;cor of any kind.",Sanus,WSEDH1-B2,Sanus - Outlet Hanger Designed for  Amazon Echo Dot (4th Gen) - Black,16.99,16.99,Outlet Hanger Designed for  Amazon Echo Dot (4th Gen),6492443,HardGood,793795535795
Black,New,5.0,1.0,,"[{'feature': 'Designed specifically for the Amazon 4th Gen Echo Dot speaker\nSafely holds Amazon Echo Dot Speaker, freeing up counter space'}, {'feature': 'Rotating design\nAllows speaker to be pointed in direction of the listener for optimal sound'}, {'feature': 'Cable management\nWrap extra cable around the base of the mount for a clean look'}, {'feature': 'Mounts easily\nCan be mounted onto almost any surface with the use of the 3M Command Strips'}, {'feature': 'Hardware included\nComes with drywall and wood stud hardware for fixed placement'}]","The WSEDM2 is specially designed to work with Echo Dot (4th Gen). Quick, easy installation in less than five minutes. Use the included 3M Command Strips for peel & stick installation. Want a more permanent option? Screws come in the box for drywall & wood stud wall mounting. Low profile design available in black or white which complements your Echo Dot (4th Gen) and fits nicely with d&#233;cor of any kind.",Sanus,WSEDM2-B2,Sanus - Wall Mount Designed for Amazon Echo Dot (4th Gen) - Black,16.99,16.99,Wall Mount Designed for Amazon Echo Dot (4th Gen),6492446,HardGood,793795535771
Black,New,4.7,3.0,,"[{'feature': 'Designed specifically for the 4th Gen Echo speaker\nSafely holds Amazon Echo, freeing up counter space'}, {'feature': 'Place anywhere on wall\nApproved for drywall and wood stud placement'}, {'feature': 'Allows optimal speaker performance\nSwivels 150&#176; and tilts 30&#176;'}, {'feature': 'Installs in less than 5 minutes\nComes with all the hardware for drywall or wood stud installation'}]",The WSEPM21 is specially designed to work with Echo Dot (4th gen) . Mounts anywhere on the wall in under ten minutes. This mount tilts and swivels for optimal speaker performance. It can even be mounted upside down to perfect placement.  All hardware for drywall or wood stud is included.   Available in black or white which complements your Echo Dot (4th) and fits nicely with d&#233;cor of any kind.,Sanus,WSEPM21-B2,Sanus - Tilt and Swivel Mount for Amazon Echo (4th Gen) - Black,24.99,24.99,Tilt and Swivel Mount for Amazon Echo (4th Gen),6492447,HardGood,793795535818
Black,New,3.0,4.0,,"[{'feature': 'Designed and engineered in the USA\nAll Night Owl products are proudly designed and engineered in the United States.'}, {'feature': 'Secure app-based Bluetooth setup\nSet up and control the system right from the app on your smart device via a secure Bluetooth wireless connection. Our app and your system are password protected to shield your data. No TV or monitor is required.'}, {'feature': 'Prioritize your privacy\nWe value your privacy as much as you do. Your recordings and data are for your eyes only and are kept secure on the pre-installed hard drive. Additionally, with 2-step verification and single sign-on we protect your information.'}, {'feature': 'Secure wired connection\nYour security camera feed and personal data are securely stored on the hard drive and your system is not reliant on cloud storage. You control who has access to your system.'}, {'feature': 'Smart detection technology\nInstantly be alerted with human detection, facial capture and vehicle alerts right to your smartphone or tablet.'}, {'feature': 'No monthly fees\nAll recordings are stored locally on the pre-installed hard drive to safeguard your privacy. No hidden costs or subscription fees.'}, {'feature': 'Free Night Owl mobile app\nMonitor and manage your security system in real-time from your mobile device.'}, {'feature': 'Add wired BNC cameras\nCustomize your coverage by adding compatible Night Owl 1080p wired BNC cameras to your wired recorder.'}, {'feature': 'Add up to 4 Wi-Fi devices\nInstantly expand your viewing area by adding up to 4 compatible Night Owl Wi-Fi devices.'}, {'feature': 'Integrated voice control\nYour system works with Google Assistant. Stream your live camera footage instantly to your TV or monitor all while remaining hands free.'}, {'feature': 'Requires compatible cameras, sold separately'}]","Night Owl is excited to offer our U.S. designed and engineered 1080p HD Bluetooth digital video recorder with customizable storage. With secure app-based Bluetooth setup, there is no need to connect a TV or monitor for setup or viewing. You can easily configure your system right from the app on your smartphone or tablet with the Bluetooth connection. While a TV or monitor is not required, with Google Assistant you can use simple voice commands to stream camera footage directly to your TV or monitor, all while remaining hands free. When used with compatible cameras, smart detection technology including human detection, facial capture, and vehicle alerts reduce the risk of false alarms, keeping you safe and well protected. Facial capture lets you see who is on your property by snapping a photo and sending the image to your smart device. Proudly designed and engineered in the USA, our security DVR uses a wired connection for uninterrupted viewing with no delays. Our app gives you control of your DVR and easy access to your recordings, regardless of where you are. Night Owl never charges fees for storage or access to your videos. All recordings are securely stored on a pre-installed hard drive for convenience (hard drive not included with all models). You can view and download the recordings as you need them. This system provides the latest technology to give you the ultimate security experience. NOTE: This DVR is compatible with our DP2 series wired cameras and WNIP2 series Wi-Fi devices.",Night Owl,DVR-BTD2-16,Night Owl - 16 Channel 1080p HD Bluetooth Wired DVR with Customizable Storage - Black,149.99,149.99,,6494005,HardGood,816522024291
Black,New,3.5,4.0,,"[{'feature': 'Designed and engineered in the USA\nAll Night Owl products are proudly designed and engineered in the United States.'}, {'feature': 'Secure app-based Bluetooth setup\nSet up and control the system right from the app on your smart device via a secure Bluetooth wireless connection. Our app and your system are password protected to shield your data. No TV or monitor is required.'}, {'feature': 'Prioritize your privacy\nWe value your privacy as much as you do. Your recordings and data are for your eyes only and are kept secure on the pre-installed hard drive. Additionally, with 2-step verification and single sign-on we protect your information.'}, {'feature': 'Secure wired connection\nYour security camera feed and personal data are securely stored on the hard drive and your system is not reliant on cloud storage. You control who has access to your system.'}, {'feature': 'Smart detection technology\nInstantly be alerted with human detection, facial capture and vehicle alerts right to your smartphone or tablet.'}, {'feature': 'No monthly fees\nAll recordings are stored locally on the pre-installed hard drive to safeguard your privacy. No hidden costs or subscription fees.'}, {'feature': 'Free Night Owl mobile app\nMonitor and manage your security system in real-time from your mobile device.'}, {'feature': 'Add wired BNC cameras\nCustomize your coverage by adding compatible Night Owl 1080p wired BNC cameras to your wired recorder.'}, {'feature': 'Add up to 4 Wi-Fi devices\nInstantly expand your viewing area by adding up to 4 compatible Night Owl Wi-Fi devices.'}, {'feature': 'Integrated voice control\nYour system works with Google Assistant. Stream your live camera footage instantly to your TV or monitor all while remaining hands free.'}, {'feature': 'Requires compatible cameras, sold separately'}]","Night Owl is excited to offer our U.S. designed and engineered 1080p HD Bluetooth digital video recorder with customizable storage. With secure app-based Bluetooth setup, there is no need to connect a TV or monitor for setup or viewing. You can easily configure your system right from the app on your smartphone or tablet with the Bluetooth connection. While a TV or monitor is not required, with Google Assistant you can use simple voice commands to stream camera footage directly to your TV or monitor, all while remaining hands free. When used with compatible cameras, smart detection technology including human detection, facial capture, and vehicle alerts reduce the risk of false alarms, keeping you safe and well protected. Facial capture lets you see who is on your property by snapping a photo and sending the image to your smart device. Proudly designed and engineered in the USA, our security DVR uses a wired connection for uninterrupted viewing with no delays. Our app gives you control of your DVR and easy access to your recordings, regardless of where you are. Night Owl never charges fees for storage or access to your videos. All recordings are securely stored on a pre-installed hard drive for convenience (hard drive not included with all models). You can view and download the recordings as you need them. This system provides the latest technology to give you the ultimate security experience. NOTE: This DVR is compatible with our DP2 series wired cameras and WNIP2 series Wi-Fi devices.",Night Owl,DVR-BTD2-161,Night Owl - 16 Channel 1080p HD Bluetooth Wired DVR with 1TB Hard Drive - Black,229.99,229.99,,6494007,HardGood,816522024307
Black,New,2.9,7.0,,"[{'feature': 'Designed and engineered in the USA\nAll Night Owl products are proudly designed and engineered in the United States.'}, {'feature': 'Secure app-based Bluetooth setup\nSet up and control the system right from the app on your smart device via a secure Bluetooth wireless connection. Our app and your system are password protected to shield your data. No TV or monitor is required.'}, {'feature': 'Prioritize your privacy\nWe value your privacy as much as you do. Your recordings and data are for your eyes only and are kept secure on the pre-installed hard drive. Additionally, with 2-step verification and single sign-on we protect your information.'}, {'feature': 'Secure wired connection\nYour security camera feed and personal data are securely stored on the hard drive and your system is not reliant on cloud storage. You control who has access to your system.'}, {'feature': 'Smart detection technology\nInstantly be alerted with human detection, facial capture and vehicle alerts right to your smartphone or tablet.'}, {'feature': 'No monthly fees\nAll recordings are stored locally on the pre-installed hard drive to safeguard your privacy. No hidden costs or subscription fees.'}, {'feature': 'Free Night Owl mobile app\nMonitor and manage your security system in real-time from your mobile device.'}, {'feature': 'Add wired BNC cameras\nCustomize your coverage by adding compatible Night Owl 4K wired BNC cameras to your wired recorder.'}, {'feature': 'Add up to 4 Wi-Fi devices\nInstantly expand your viewing area by adding up to 4 compatible Night Owl Wi-Fi devices.'}, {'feature': 'Integrated voice control\nYour system works with Google Assistant. Stream your live camera footage instantly to your TV or monitor all while remaining hands free.'}, {'feature': 'Requires compatible cameras, sold separately'}]","Night Owl is excited to offer our U.S. designed and engineered 4K UHD Bluetooth digital video recorder with customizable storage. With secure app-based Bluetooth setup, there is no need to connect a TV or monitor for setup or viewing. You can easily configure your system right from the app on your smartphone or tablet with the Bluetooth connection. While a TV or monitor is not required, with Google Assistant you can use simple voice commands to stream camera footage directly to your TV or monitor, all while remaining hands free. When used with compatible cameras, smart detection technology including human detection, facial capture, and vehicle alerts reduce the risk of false alarms, keeping you safe and well protected. Facial capture lets you see who is on your property by snapping a photo and sending the image to your smart device. Proudly designed and engineered in the USA, our security DVR uses a wired connection for uninterrupted viewing with no delays. Our app gives you control of your DVR and easy access to your recordings, regardless of where you are. Night Owl never charges fees for storage or access to your videos. All recordings are securely stored on a pre-installed hard drive for convenience (hard drive not included with all models). You can view and download the recordings as you need them. This system provides the latest technology to give you the ultimate security experience. NOTE: This DVR is compatible with our DP2 and DP8 series wired cameras and WNIP2 and WNIP8 series Wi-Fi devices.",Night Owl,DVR-BTD8-8,Night Owl - 8 Channel 4K Ultra HD Bluetooth Wired DVR with Customizable Storage - Black,169.99,169.99,,6494009,HardGood,816522024413
Black,New,4.2,5.0,,"[{'feature': 'Designed and engineered in the USA\nAll Night Owl products are proudly designed and engineered in the United States.'}, {'feature': 'Secure app-based Bluetooth setup\nSet up and control the system right from the app on your smart device via a secure Bluetooth wireless connection. Our app and your system are password protected to shield your data. No TV or monitor is required.'}, {'feature': 'Prioritize your privacy\nWe value your privacy as much as you do. Your recordings and data are for your eyes only and are kept secure on the pre-installed hard drive. Additionally, with 2-step verification and single sign-on we protect your information.'}, {'feature': 'Secure wired connection\nYour security camera feed and personal data are securely stored on the hard drive and your system is not reliant on cloud storage. You control who has access to your system.'}, {'feature': 'Smart detection technology\nInstantly be alerted with human detection, facial capture and vehicle alerts right to your smartphone or tablet.'}, {'feature': 'No monthly fees\nAll recordings are stored locally on the pre-installed hard drive to safeguard your privacy. No hidden costs or subscription fees.'}, {'feature': 'Free Night Owl mobile app\nMonitor and manage your security system in real-time from your mobile device.'}, {'feature': 'Add wired BNC cameras\nCustomize your coverage by adding compatible Night Owl 4K wired BNC cameras to your wired recorder.'}, {'feature': 'Add up to 4 Wi-Fi devices\nInstantly expand your viewing area by adding up to 4 compatible Night Owl Wi-Fi devices.'}, {'feature': 'Integrated voice control\nYour system works with Google Assistant. Stream your live camera footage instantly to your TV or monitor all while remaining hands free.'}, {'feature': 'Requires compatible cameras, sold separately'}]","Night Owl is excited to offer our U.S. designed and engineered 4K UHD Bluetooth digital video recorder with customizable storage. With secure app-based Bluetooth setup, there is no need to connect a TV or monitor for setup or viewing. You can easily configure your system right from the app on your smartphone or tablet with the Bluetooth connection. While a TV or monitor is not required, with Google Assistant you can use simple voice commands to stream camera footage directly to your TV or monitor, all while remaining hands free. When used with compatible cameras, smart detection technology including human detection, facial capture, and vehicle alerts reduce the risk of false alarms, keeping you safe and well protected. Facial capture lets you see who is on your property by snapping a photo and sending the image to your smart device. Proudly designed and engineered in the USA, our security DVR uses a wired connection for uninterrupted viewing with no delays. Our app gives you control of your DVR and easy access to your recordings, regardless of where you are. Night Owl never charges fees for storage or access to your videos. All recordings are securely stored on a pre-installed hard drive for convenience (hard drive not included with all models). You can view and download the recordings as you need them. This system provides the latest technology to give you the ultimate security experience. NOTE: This DVR is compatible with our DP2 and DP8 series wired cameras and WNIP2 and WNIP8 series Wi-Fi devices.",Night Owl,DVR-BTD8-81,Night Owl - 8 Channel 4K Ultra HD Bluetooth Wired DVR with 1TB Hard Drive - Black,239.99,239.99,,6494010,HardGood,816522024420
Black,New,4.6,999.0,,"[{'feature': 'Works with Alexa\nYou can hear audio announcements when anyone presses the doorbell or triggers the motion sensors.'}, {'feature': 'Ring Chime hard bundle\nConnect to the included Ring Chime to hear audio notifications throughout your home. Note: the doorbell will not sound on existing home wired chime.'}, {'feature': 'Ring app\nReceive alerts, accept live video feed, and talk to your visitor from your smartphone.'}, {'feature': 'Night vision with sharp contrast\nLets you monitor what matters most - day or night.'}, {'feature': 'Advanced motion detection\nCustomize your motion zone settings to focus on the areas you need to protect.'}, {'feature': 'Wired power\nComes hardwired using existing doorbell wiring for nonstop power.'}, {'feature': 'Versatile smartphone compatibility\nSupports select Apple iOS and Android devices.'}, {'feature': 'HD video and two-way talk\nWith 1080p HD video and two-way talk, see, hear, and speak to people from your phone, tablet, or select Alexa-enabled devices.'}, {'feature': 'Easy mounting\nReplace your existing doorbell with the included installation tools and screws.'}, {'feature': 'Wi-Fi connectivity\nUse your home network to easily synchronize your doorbell with your smartphone or tablet.'}, {'feature': 'Power\nRequires an existing doorbell system, Ring plug-in adapter or transformer for power supply (10-24 VAC, 40VA max, 50/60Hz,or 24VDC, 0.5A, 12W)'}, {'feature': 'Quick Replies\nYou can answer the door with preset responses, or save time and ask visitors to leave a message with just a few taps.'}]","Answer the door from anywhere with this Ring small wired doorbell camera. It includes all the essentials - HD video and two-way talk, advanced motion detection, real-time alerts sent straight to your phone, Alexa device or Ring Chime, so you'll always know when someone stops by.",Ring,B09NLDYGHQ,Ring - Wi-Fi Smart Video Doorbell - Wired with Chime - Black,89.99,59.99,,6494617,HardGood,840268912994
Black,New,4.0,19.0,,"[{'feature': 'See even more\nUltra-wide 180&#176; viewing angle with powerful 1:1 aspect ratio for enhanced vertical view'}, {'feature': 'See in the dark\nThe SwannBuddy can even see in the dark up to 26ft (8m), with powerful infrared night vision that automatically kicks in as night falls'}, {'feature': 'View and store even more\n1080p Full HD video with 32GB Micro SD card plus cloud storage backup'}, {'feature': 'Heat and motion sensing\nEquipped with Swann&#8217;s True Detect technology that senses the heat and movement of people, cars, and large animals for reliable alerts and fewer false alarms'}, {'feature': 'Wire-free security\n100% wireless with rechargeable battery, or use existing doorbell wiring'}, {'feature': 'Weatherproof\nThe IP65-rated weatherproof design is built to withstand variable climates'}, {'feature': ""You'll always know\nComplete smartphone integration with the Swann Security app for notifications, live viewing, recording, 2-way talk and more""}, {'feature': 'Speaker included\nWire-free chime unit with 6 selectable melodies for audio alerts'}]","Designed for modern convenience and flexibility, the wire-free SwannBuddy Video Doorbell is the perfect solution for people needing a full-featured easy-to-install wireless video doorbell. See and record every detail with an ultra-wide 180&#176; viewing angle that shows the activity other cameras miss. It has an aspect ratio of 1:1, which means you can view people up close from head to toe, plus packages left at your door. Pressing the Doorbell and/or activity detected at your doorway triggers reliable video recording and push notifications to your smartphone. Now you can see and talk to visitors or warn porch pirates with 2-way talk from wherever you are. You can also use voice commands via Alexa and Hey Google to see what&#8217;s happening. Mount it in minutes with the included 3M double-sided tape or carry it around the house, so you can know when there&#8217;s someone at the door without having to look at your phone. The Chime Unit has a 65ft (20m) wireless range to the Doorbell, depending on local obstructions. With the SwannBuddy you will always know who&#8217;s there. It&#8217;s the perfect porch security solution and your friend at the front door.",Swann,SWIFI-BUDDY-GL,Swann - SwannBuddy Wireless 1080p Full HD Video Doorbell - Black,149.99,149.99,,6494928,HardGood,840236132492
