id,cust_id,store_id,products,transaction_date
10930,923,23,"['AUT-00000271', 'FIT-00001884', 'AUT-00000286']",1998-07-31
10931,740,13,"['FIT-00000690', 'LAP-00000689', 'FIT-00000199']",1997-05-03
10932,974,14,"['FIT-00001186', 'CEL-00000625', 'FIT-00000445', 'LAP-00000269']",1996-04-08
10933,754,10,"['AUT-00000297', 'AUT-00000682', 'FIT-00000340', 'AUT-00001220']",1996-11-09
10934,891,15,['LAP-00000156'],1998-08-17
10935,243,26,"['AUT-00000652', 'AUT-00000854', 'LAP-00000770']",1995-11-17
10936,653,20,"['LAP-00000467', 'FIT-00002190', 'FIT-00001009', 'AUT-00000126']",1996-09-11
10937,804,31,['FIT-00000166'],1994-08-05
10938,695,11,"['AUT-00000248', 'AUT-00001281', 'AUT-00000691', 'AUT-00000419']",1998-01-01
10939,232,22,"['AUT-00001038', 'AUT-00000403']",1999-11-20
10940,219,4,"['CEL-00000172', 'CEL-00000531']",2000-08-31
10941,328,32,['LAP-00000762'],1995-06-01
10942,850,19,"['AUT-00000500', 'CEL-00000257']",1997-08-17
10943,885,24,['CEL-00000339'],1991-10-21
10944,473,5,"['FIT-00000605', 'FIT-00001029']",1991-03-12
10945,99,9,"['LAP-00000286', 'AUT-00000938']",2000-02-07
10946,664,13,"['AUT-00000489', 'LAP-00000329', 'LAP-00000321']",1998-05-06
10947,684,12,"['AUT-00000310', 'FIT-00001497', 'CEL-00000396']",1990-09-13
10948,195,5,['FIT-00001958'],1998-07-06
10949,411,20,"['CEL-00000457', 'FIT-00000804', 'FIT-00001481', 'FIT-00000806']",1999-03-19
10950,431,7,['FIT-00002265'],1990-03-08
10951,223,18,"['AUT-00000625', 'FIT-00001591', 'CEL-00000130']",1991-02-10
10952,314,34,"['AUT-00001159', 'FIT-00000165', 'CEL-00000500']",1999-11-28
10953,505,17,"['FIT-00001721', 'LAP-00000555', 'AUT-00000280']",1997-12-01
10954,736,20,"['AUT-00000316', 'LAP-00000244', 'LAP-00000769']",1995-09-30
10955,564,24,"['LAP-00000070', 'FIT-00002182']",2000-05-05
10956,210,16,['FIT-00000389'],1998-01-17
10957,9,28,"['LAP-00000556', 'FIT-00000710', 'FIT-00000290', 'FIT-00001230']",1990-03-14
10958,879,28,"['AUT-00000662', 'AUT-00000009', 'CEL-00000126', 'FIT-00001059']",1997-08-05
10959,228,19,"['CEL-00000058', 'FIT-00002434', 'AUT-00000861', 'CEL-00000249']",1992-11-15
10960,376,1,"['FIT-00001159', 'AUT-00000215', 'AUT-00001324']",1997-07-04
10961,732,11,"['AUT-00000461', 'AUT-00000166', 'FIT-00000850']",1994-08-03
10962,827,13,"['CEL-00000016', 'FIT-00002400', 'AUT-00000038', 'AUT-00000959']",1998-02-05
10963,345,25,"['AUT-00000677', 'FIT-00001634', 'LAP-00000155', 'LAP-00000672']",1994-02-22
10964,353,31,['AUT-00000298'],1996-09-27
10965,485,32,"['AUT-00000833', 'CEL-00000339', 'AUT-00001061']",2000-08-06
10966,487,10,['LAP-00000162'],1995-10-15
10967,967,31,"['LAP-00000766', 'CEL-00000177']",1993-11-20
10968,668,1,['AUT-00000912'],1995-12-30
10969,594,5,"['AUT-00000566', 'AUT-00001306', 'LAP-00000300']",1998-01-16
10970,496,15,"['FIT-00000144', 'FIT-00000362']",2000-08-03
10971,750,18,"['FIT-00000219', 'CEL-00000401', 'CEL-00000678', 'FIT-00002018']",1992-09-28
10972,16,9,"['FIT-00000701', 'AUT-00000510']",1994-08-22
10973,360,19,"['LAP-00000698', 'AUT-00000316']",1995-06-07
10974,201,7,"['FIT-00002233', 'FIT-00000706']",1998-11-06
10975,747,30,"['FIT-00001478', 'FIT-00001859', 'FIT-00001241', 'FIT-00000599']",2000-09-08
10976,361,29,"['CEL-00000721', 'FIT-00002472']",1992-05-28
10977,412,21,"['FIT-00000970', 'LAP-00000385', 'CEL-00000387', 'CEL-00000097']",1995-10-05
10978,709,18,"['CEL-00000108', 'FIT-00001092']",1993-06-22
10979,440,24,"['AUT-00000988', 'AUT-00000337', 'FIT-00002436', 'AUT-00000424']",1997-06-15
10980,988,26,"['AUT-00000843', 'AUT-00000939', 'AUT-00000855', 'FIT-00000735']",1997-05-04
10981,365,15,"['AUT-00000779', 'CEL-00000598']",2000-08-03
10982,994,16,"['AUT-00000430', 'FIT-00001190', 'LAP-00000401', 'FIT-00002364']",1991-01-02
10983,560,23,"['CEL-00000661', 'FIT-00002325', 'CEL-00000488', 'AUT-00001325']",1993-08-14
10984,353,22,"['FIT-00001569', 'AUT-00000860']",1993-08-14
10985,797,10,['LAP-00000101'],1993-03-03
10986,984,21,['LAP-00000486'],1999-04-09
10987,122,27,['LAP-00000421'],1993-03-27
10988,798,15,['FIT-00001286'],1991-03-17
10989,754,2,['FIT-00001894'],1996-03-31
10990,820,7,"['FIT-00002188', 'CEL-00000354']",1990-01-03
10991,207,32,"['AUT-00000639', 'AUT-00000773']",1993-01-30
10992,822,23,"['FIT-00000111', 'AUT-00000775']",1999-08-28
10993,935,32,"['AUT-00000639', 'AUT-00001098', 'AUT-00001369']",2000-08-25
10994,84,7,"['LAP-00000165', 'FIT-00000870']",1999-07-09
10995,397,17,"['FIT-00002099', 'CEL-00000395', 'FIT-00001549', 'AUT-00000886']",1991-11-23
10996,829,17,"['FIT-00000204', 'FIT-00001284', 'AUT-00000765', 'LAP-00000683']",1999-05-30
10997,291,16,['CEL-00000192'],1990-11-10
10998,632,11,['FIT-00000027'],1997-05-12
10999,350,28,"['LAP-00000576', 'CEL-00000633']",1993-02-03
11000,297,14,"['FIT-00001110', 'AUT-00001100']",1993-09-19
11001,826,14,"['FIT-00000420', 'FIT-00002241', 'FIT-00000350', 'FIT-00001530']",1998-12-25
11002,267,13,"['AUT-00000449', 'CEL-00000481', 'AUT-00000719', 'CEL-00000684']",1990-02-24
11003,791,16,"['AUT-00000535', 'AUT-00000927']",1998-05-09
11004,7,32,['FIT-00000870'],1990-02-14
11005,373,22,"['CEL-00000521', 'AUT-00000317']",1998-11-01
11006,646,32,"['AUT-00001320', 'LAP-00000686', 'FIT-00001248']",1990-12-11
11007,604,1,"['AUT-00000618', 'AUT-00001162', 'LAP-00000099']",1996-07-31
11008,885,17,"['AUT-00000765', 'AUT-00001324', 'FIT-00001034', 'FIT-00000066']",1998-10-28
11009,7,29,"['AUT-00000621', 'LAP-00000743', 'AUT-00000010']",2000-08-29
11010,31,9,['FIT-00001599'],1999-06-03
11011,445,21,"['LAP-00000550', 'AUT-00001325']",1996-03-25
11012,720,17,"['FIT-00001770', 'FIT-00001356']",1994-10-04
11013,884,10,['CEL-00000653'],1995-05-10
11014,974,0,"['AUT-00000725', 'FIT-00001837']",1995-12-13
11015,884,20,['FIT-00000937'],1996-09-28
11016,886,11,"['AUT-00000827', 'FIT-00001310', 'AUT-00000693', 'AUT-00001017']",1993-02-27
11017,10,16,"['FIT-00001160', 'FIT-00001000', 'FIT-00000812']",1993-06-16
11018,256,6,"['FIT-00000186', 'FIT-00000346']",1998-10-22
11019,816,26,"['FIT-00002280', 'AUT-00001031', 'FIT-00001091']",1997-05-27
11020,550,23,['LAP-00000065'],1994-11-28
11021,763,32,['LAP-00000264'],1994-03-26
11022,704,16,"['CEL-00000062', 'CEL-00000696', 'FIT-00000590']",1992-10-27
11023,989,28,['FIT-00000590'],1996-05-31
11024,674,28,['AUT-00001342'],1990-04-25
11025,314,31,['FIT-00002173'],1999-02-21
11026,885,20,"['AUT-00000283', 'AUT-00000173', 'FIT-00000681', 'AUT-00001055']",1992-06-05
11027,659,24,['FIT-00001281'],1999-02-13
11028,305,23,"['FIT-00000924', 'CEL-00000442', 'CEL-00000342', 'LAP-00000793']",1994-06-20
11029,702,24,"['FIT-00001120', 'AUT-00000052', 'CEL-00000706']",1997-07-06
11030,382,12,"['CEL-00000226', 'FIT-00001115', 'FIT-00001343', 'FIT-00001247']",2000-02-21
11031,59,34,"['AUT-00001421', 'LAP-00000629', 'LAP-00000628']",1993-07-15
11032,549,30,"['AUT-00000308', 'CEL-00000710', 'CEL-00000482']",1990-05-05
11033,117,22,['AUT-00000347'],1995-06-13
11034,418,17,"['FIT-00002257', 'FIT-00002254', 'LAP-00000530', 'AUT-00000721']",1999-04-23
11035,242,27,"['FIT-00002275', 'AUT-00000026', 'FIT-00002247']",1995-10-14
11036,943,9,['FIT-00001717'],1991-12-15
11037,475,19,"['LAP-00000579', 'FIT-00001117']",1996-10-19
11038,738,15,['FIT-00001938'],1991-02-27
11039,105,31,['AUT-00000121'],1998-01-01
11040,708,34,"['AUT-00000734', 'FIT-00002284', 'AUT-00000593', 'LAP-00000032']",1996-07-08
11041,783,27,"['FIT-00000155', 'AUT-00000471']",1991-10-20
11042,993,21,"['AUT-00000868', 'CEL-00000228']",1998-01-05
11043,678,15,['FIT-00002489'],1994-01-07
11044,376,0,['CEL-00000146'],2000-08-10
11045,858,21,"['CEL-00000525', 'FIT-00002078']",1990-10-16
11046,684,19,"['FIT-00002005', 'FIT-00000013', 'LAP-00000422']",1996-10-15
11047,145,26,"['LAP-00000146', 'CEL-00000711', 'FIT-00001479']",1995-05-03
11048,948,30,"['FIT-00001893', 'AUT-00000694', 'CEL-00000030']",2000-11-11
11049,484,22,['CEL-00000587'],1990-05-15
11050,477,32,"['FIT-00000260', 'CEL-00000254', 'FIT-00001523', 'LAP-00000125']",1992-11-14
11051,955,17,"['AUT-00000671', 'FIT-00000887']",1998-06-12
11052,184,2,['CEL-00000562'],1996-09-27
11053,783,26,['FIT-00000866'],1995-05-19
11054,488,34,"['FIT-00001637', 'AUT-00001305', 'AUT-00000272', 'FIT-00002106']",1997-05-09
11055,882,3,['FIT-00000502'],1992-04-18
11056,904,10,['LAP-00000403'],1994-05-12
11057,745,2,['AUT-00000962'],1992-04-27
11058,190,20,['AUT-00000758'],1999-11-15
11059,479,4,"['FIT-00001651', 'FIT-00001123', 'LAP-00000047']",1996-04-30
11060,98,25,['LAP-00000314'],1993-02-05
11061,704,25,"['AUT-00000704', 'FIT-00000722', 'AUT-00000181', 'FIT-00000095']",1996-07-26
11062,665,34,"['AUT-00000210', 'AUT-00000907', 'FIT-00000484', 'AUT-00000922']",2000-05-10
11063,122,1,"['FIT-00001029', 'FIT-00000083', 'AUT-00000393', 'LAP-00000450']",1994-04-03
11064,520,22,['AUT-00001230'],1992-03-28
11065,262,20,"['CEL-00000691', 'AUT-00001169', 'AUT-00000618']",1991-12-05
11066,869,4,['AUT-00000731'],1997-07-08
11067,338,21,"['CEL-00000600', 'AUT-00000745', 'LAP-00000018', 'FIT-00000373']",1994-09-09
11068,963,32,"['AUT-00000261', 'FIT-00001106', 'FIT-00002142', 'FIT-00001428']",1995-02-03
11069,123,28,"['AUT-00000826', 'FIT-00000938', 'AUT-00000227']",1992-10-31
11070,366,1,"['FIT-00002130', 'AUT-00000110', 'FIT-00001529', 'LAP-00000334']",1990-05-10
11071,123,5,"['AUT-00000460', 'AUT-00000098']",1999-10-19
11072,504,14,['FIT-00000839'],1998-06-13
11073,683,7,"['CEL-00000015', 'AUT-00001178', 'AUT-00000551']",1998-12-27
11074,980,24,"['FIT-00000868', 'AUT-00000662']",1990-10-29
11075,525,21,"['FIT-00000564', 'AUT-00001186', 'LAP-00000235', 'FIT-00002169']",1991-04-20
11076,713,21,['FIT-00000573'],1997-08-24
11077,858,27,"['FIT-00002496', 'CEL-00000521', 'FIT-00001657']",1991-02-17
11078,398,7,"['FIT-00000059', 'LAP-00000298', 'AUT-00001198']",1994-08-27
11079,989,8,['FIT-00002045'],1992-02-27
11080,463,16,"['AUT-00000081', 'AUT-00001193', 'FIT-00001114']",1994-06-21
11081,813,15,"['CEL-00000264', 'AUT-00001339', 'AUT-00001059', 'FIT-00000361']",1992-06-03
11082,266,5,['AUT-00001248'],1994-07-14
11083,109,2,"['LAP-00000507', 'LAP-00000432', 'LAP-00000394', 'LAP-00000187']",1991-05-03
11084,425,23,['LAP-00000479'],1991-07-31
11085,117,7,"['FIT-00001443', 'LAP-00000606', 'AUT-00001248']",1990-05-08
11086,890,33,"['CEL-00000369', 'FIT-00000019']",1996-07-18
11087,139,33,"['FIT-00000945', 'FIT-00001915']",1990-01-05
11088,191,27,['CEL-00000510'],1996-06-26
11089,167,16,"['FIT-00000851', 'FIT-00000812']",1995-05-11
11090,902,26,"['FIT-00002235', 'AUT-00000490', 'AUT-00001254', 'FIT-00001858']",1999-03-16
11091,988,28,"['AUT-00001122', 'CEL-00000298']",1996-03-29
11092,916,16,"['AUT-00000908', 'LAP-00000157', 'FIT-00001300', 'AUT-00000603']",1992-11-19
11093,63,16,"['FIT-00000833', 'AUT-00000024']",1999-05-26
11094,46,5,['CEL-00000506'],2000-09-27
11095,731,0,"['FIT-00000555', 'FIT-00000627', 'LAP-00000247']",1999-09-22
11096,934,6,"['AUT-00001054', 'LAP-00000508', 'CEL-00000304', 'AUT-00000606']",1998-09-06
11097,539,24,"['LAP-00000792', 'FIT-00001167', 'FIT-00001944']",1995-12-04
11098,899,8,['LAP-00000467'],1990-05-17
11099,641,33,"['FIT-00001986', 'CEL-00000088', 'CEL-00000131']",2000-09-16
11100,26,15,['FIT-00000452'],1992-04-26
11101,945,33,"['CEL-00000514', 'FIT-00000794', 'FIT-00002297', 'LAP-00000068']",1998-09-26
11102,882,27,['FIT-00002061'],1995-01-16
11103,402,33,"['FIT-00001200', 'CEL-00000202']",1996-08-24
11104,67,6,"['FIT-00000072', 'FIT-00002285', 'LAP-00000774', 'LAP-00000732']",1998-04-24
11105,716,2,"['CEL-00000131', 'LAP-00000740', 'AUT-00000707', 'AUT-00001167']",2000-10-07
11106,365,4,"['FIT-00001716', 'FIT-00001928', 'FIT-00001086']",1995-04-19
11107,621,18,"['FIT-00001432', 'FIT-00002376', 'FIT-00001743']",1992-04-03
11108,591,6,"['LAP-00000673', 'FIT-00000673', 'FIT-00001788', 'AUT-00000665']",1993-05-14
11109,993,33,['AUT-00000908'],1998-03-12
11110,489,24,"['CEL-00000263', 'FIT-00002062', 'LAP-00000053', 'FIT-00000563']",1993-04-27
11111,41,2,"['AUT-00000799', 'FIT-00001168']",1993-07-19
11112,429,31,"['LAP-00000121', 'FIT-00001085', 'FIT-00001445', 'FIT-00001155']",1997-12-26
11113,274,23,"['AUT-00001009', 'FIT-00001082', 'FIT-00000930', 'LAP-00000679']",2000-10-04
11114,567,9,"['FIT-00001610', 'FIT-00000706']",1997-11-03
11115,209,17,"['FIT-00001815', 'AUT-00000786', 'FIT-00001627']",1993-12-18
11116,990,28,"['AUT-00000880', 'LAP-00000327', 'AUT-00000059', 'CEL-00000094']",1996-08-22
11117,255,31,"['FIT-00000923', 'FIT-00000528', 'LAP-00000375']",1996-12-30
11118,563,3,"['FIT-00001909', 'LAP-00000105']",1996-07-28
11119,736,30,"['AUT-00001060', 'LAP-00000204']",1994-06-17
11120,468,22,"['FIT-00002089', 'FIT-00001175', 'AUT-00000984']",1997-02-03
11121,434,7,"['FIT-00000866', 'FIT-00002284']",1991-04-15
11122,30,29,"['FIT-00000981', 'FIT-00000632', 'LAP-00000375', 'CEL-00000208']",1997-07-15
11123,360,4,"['AUT-00000873', 'CEL-00000216', 'AUT-00000566', 'LAP-00000341']",1994-01-12
11124,140,31,['LAP-00000538'],1990-11-06
11125,553,21,"['CEL-00000120', 'FIT-00001978']",1993-01-03
11126,674,34,"['FIT-00000616', 'AUT-00000319', 'FIT-00001730', 'AUT-00001163']",1998-05-01
11127,975,9,"['FIT-00001956', 'AUT-00000338']",1994-01-14
11128,11,0,"['FIT-00001328', 'FIT-00001046', 'AUT-00001337']",1993-08-30
11129,781,19,"['CEL-00000494', 'FIT-00001215']",1993-03-18
11130,446,11,"['FIT-00000254', 'FIT-00000580', 'CEL-00000170', 'LAP-00000131']",1991-04-03
11131,272,31,"['FIT-00001494', 'FIT-00001307', 'AUT-00001228', 'LAP-00000339']",1994-01-20
11132,956,26,"['AUT-00000172', 'FIT-00000409', 'FIT-00000347']",1991-12-02
11133,59,26,['LAP-00000515'],1994-02-04
11134,685,10,"['FIT-00000828', 'FIT-00001862', 'AUT-00001332', 'LAP-00000566']",1997-02-28
11135,802,4,['FIT-00001469'],1994-07-18
11136,5,1,"['CEL-00000088', 'CEL-00000267', 'FIT-00000363']",1993-06-13
11137,372,9,"['AUT-00001314', 'FIT-00001369', 'FIT-00000620']",1990-09-11
11138,428,24,"['FIT-00000014', 'AUT-00001023']",1990-01-09
11139,707,24,"['AUT-00000608', 'LAP-00000627', 'AUT-00000988', 'FIT-00001598']",1999-12-27
11140,892,23,"['AUT-00000827', 'AUT-00000820', 'AUT-00000484']",1996-06-06
11141,574,31,['FIT-00001322'],1996-07-03
11142,446,22,"['CEL-00000235', 'LAP-00000470']",1994-12-16
11143,32,13,"['AUT-00001396', 'LAP-00000544', 'FIT-00001158']",1992-03-11
11144,121,16,['AUT-00000900'],1997-10-05
11145,735,19,"['FIT-00002335', 'AUT-00000549', 'LAP-00000641', 'CEL-00000615']",1995-11-24
11146,95,8,"['AUT-00000359', 'FIT-00001486', 'FIT-00000035']",2000-08-21
11147,107,23,['FIT-00001456'],1992-07-20
11148,95,2,"['FIT-00002346', 'FIT-00001041', 'LAP-00000304', 'FIT-00002457']",1991-07-12
11149,938,17,"['CEL-00000751', 'FIT-00000619', 'FIT-00000069']",1993-04-03
11150,221,20,"['CEL-00000687', 'FIT-00001080']",1991-06-14
11151,648,13,"['AUT-00000085', 'FIT-00002296', 'CEL-00000527']",1993-03-13
11152,563,15,"['FIT-00001312', 'FIT-00000396']",1996-03-16
11153,522,12,"['FIT-00000067', 'AUT-00000886']",1998-08-12
11154,789,8,"['AUT-00001134', 'FIT-00001031']",1990-10-22
11155,8,33,['LAP-00000535'],1990-05-22
11156,860,20,['FIT-00001950'],2000-02-19
11157,924,24,['FIT-00001041'],1999-11-29
11158,476,25,['LAP-00000510'],1995-06-29
11159,553,32,"['FIT-00002287', 'FIT-00000748', 'LAP-00000691', 'FIT-00000586']",1998-08-21
11160,65,13,"['LAP-00000476', 'FIT-00001022', 'LAP-00000481', 'FIT-00000036']",1991-10-18
11161,308,31,"['FIT-00001547', 'FIT-00001017', 'AUT-00001188', 'FIT-00000428']",1995-01-04
11162,505,19,"['FIT-00000003', 'AUT-00000760']",1994-03-01
11163,112,11,"['AUT-00000864', 'FIT-00000021', 'AUT-00000843']",1993-11-09
11164,545,20,"['CEL-00000169', 'CEL-00000152', 'FIT-00001384', 'AUT-00000137']",1999-06-28
11165,243,23,"['FIT-00001824', 'AUT-00001338', 'FIT-00000307']",2000-12-06
11166,365,34,"['AUT-00000578', 'AUT-00001166', 'FIT-00001027']",1997-01-13
11167,940,21,"['AUT-00000378', 'FIT-00001918', 'AUT-00000750']",1990-09-04
11168,565,22,"['FIT-00001375', 'FIT-00002364']",1996-06-15
11169,369,19,"['LAP-00000314', 'LAP-00000222', 'FIT-00001980', 'AUT-00001412']",1993-10-18
11170,612,22,"['FIT-00001368', 'AUT-00001098', 'AUT-00001157']",1995-01-06
11171,918,18,"['CEL-00000192', 'LAP-00000449', 'AUT-00000546', 'FIT-00000354']",1994-08-20
11172,15,16,"['CEL-00000598', 'CEL-00000509', 'AUT-00000080', 'FIT-00002476']",1995-09-18
11173,301,10,"['AUT-00001057', 'LAP-00000655', 'FIT-00002392']",1996-11-18
11174,199,7,"['AUT-00000072', 'CEL-00000430', 'FIT-00001818']",1998-06-07
11175,68,0,"['FIT-00001776', 'LAP-00000044', 'AUT-00000042']",1998-05-21
11176,330,30,"['FIT-00000337', 'CEL-00000252', 'AUT-00000413']",1998-03-05
11177,899,2,"['FIT-00002378', 'AUT-00000968', 'FIT-00001431']",1990-09-23
11178,231,34,"['FIT-00001481', 'FIT-00000724', 'FIT-00001917']",2000-10-10
11179,565,28,"['LAP-00000470', 'CEL-00000153', 'AUT-00001131', 'FIT-00001591']",1990-10-25
11180,284,22,"['FIT-00002315', 'AUT-00000776']",1991-05-14
11181,210,23,"['CEL-00000007', 'CEL-00000157', 'FIT-00000025']",1997-08-23
11182,933,2,"['FIT-00001551', 'FIT-00000803', 'FIT-00000290']",1991-05-07
11183,950,31,"['CEL-00000262', 'FIT-00001244', 'CEL-00000101']",1992-12-14
11184,814,20,"['FIT-00002258', 'AUT-00001167']",1994-08-04
11185,643,28,"['FIT-00000573', 'LAP-00000092', 'CEL-00000384', 'LAP-00000279']",1999-09-03
11186,600,8,['CEL-00000159'],1997-06-10
11187,501,31,['FIT-00001669'],1995-12-14
11188,594,12,"['LAP-00000595', 'AUT-00000214', 'AUT-00000385']",1993-05-14
11189,35,21,['FIT-00000538'],1997-03-06
11190,297,21,"['FIT-00001021', 'LAP-00000408']",1993-09-30
11191,751,24,"['CEL-00000475', 'AUT-00001261']",1992-06-08
11192,791,5,"['LAP-00000181', 'FIT-00001245']",1997-01-16
11193,471,34,"['FIT-00000475', 'FIT-00000232', 'FIT-00001310', 'FIT-00000142']",1995-05-18
11194,529,12,['LAP-00000429'],1999-08-02
11195,199,13,['CEL-00000470'],1992-01-04
11196,239,4,"['LAP-00000685', 'FIT-00002350', 'FIT-00000675', 'AUT-00001262']",1999-08-12
11197,429,16,"['CEL-00000149', 'FIT-00002210']",1993-02-07
11198,799,17,"['AUT-00000965', 'FIT-00002453']",1999-07-17
11199,378,34,['LAP-00000136'],1997-05-11
11200,56,4,['CEL-00000341'],1998-01-20
11201,17,31,"['CEL-00000004', 'FIT-00001544']",1993-02-02
11202,782,34,"['AUT-00000363', 'AUT-00001042', 'CEL-00000707']",2000-07-22
11203,646,34,"['CEL-00000750', 'LAP-00000103', 'FIT-00001875']",2000-11-20
11204,810,13,['AUT-00000278'],1995-09-07
11205,404,25,"['AUT-00000917', 'AUT-00000444', 'AUT-00000287']",1995-01-14
11206,488,1,"['CEL-00000721', 'FIT-00001135', 'FIT-00000849']",1993-11-20
11207,411,24,['FIT-00001695'],1994-12-02
11208,833,18,"['AUT-00000170', 'FIT-00002432', 'CEL-00000503', 'FIT-00001668']",1996-01-06
11209,378,22,['FIT-00001075'],1991-05-17
11210,734,1,"['FIT-00000820', 'LAP-00000058', 'LAP-00000363']",1998-01-15
11211,89,0,"['FIT-00000132', 'FIT-00000229']",1995-03-24
11212,52,33,['FIT-00001336'],1999-07-10
11213,386,19,['FIT-00000204'],1993-09-05
11214,777,18,"['AUT-00000098', 'FIT-00000953']",1999-03-23
11215,43,25,"['FIT-00000998', 'FIT-00002422', 'LAP-00000472', 'AUT-00000196']",1995-08-25
11216,872,14,"['AUT-00001366', 'FIT-00002105', 'FIT-00000410']",1999-09-17
11217,311,27,"['AUT-00000975', 'AUT-00000002']",1996-04-17
11218,19,24,"['LAP-00000761', 'AUT-00001248']",1998-06-01
11219,234,2,"['LAP-00000606', 'FIT-00000662', 'FIT-00002446']",1997-09-17
11220,189,10,"['FIT-00000037', 'CEL-00000354', 'FIT-00000192', 'LAP-00000217']",1991-01-31
11221,722,9,"['AUT-00001307', 'LAP-00000226', 'FIT-00001650']",1996-01-07
11222,970,31,['FIT-00000112'],1998-09-11
11223,137,13,"['AUT-00000835', 'AUT-00001269']",1993-05-24
11224,489,33,['FIT-00000608'],1994-02-08
11225,22,33,['FIT-00000612'],1991-11-11
11226,666,13,['CEL-00000214'],1999-03-03
11227,804,19,"['FIT-00001302', 'CEL-00000520', 'AUT-00000005', 'AUT-00000138']",1993-12-30
11228,909,9,"['AUT-00000327', 'FIT-00001925']",1998-10-22
11229,670,0,"['AUT-00000722', 'LAP-00000358']",1998-10-11
11230,271,7,"['FIT-00002032', 'FIT-00002258']",1991-01-05
11231,469,12,"['CEL-00000058', 'FIT-00000438', 'FIT-00000057', 'LAP-00000032']",1990-05-10
11232,44,4,"['FIT-00000840', 'FIT-00002350']",1993-02-15
11233,764,27,['CEL-00000200'],1994-12-28
11234,717,9,['FIT-00001026'],1995-08-13
11235,4,18,['FIT-00001672'],1994-11-07
11236,833,29,"['FIT-00000593', 'FIT-00002396', 'FIT-00000133', 'FIT-00000443']",1995-04-09
11237,484,8,['AUT-00000532'],1993-06-16
11238,491,21,['FIT-00002227'],1995-02-25
11239,857,20,"['FIT-00001934', 'AUT-00000206', 'LAP-00000416', 'FIT-00000959']",1999-04-27
11240,351,26,"['FIT-00001511', 'FIT-00000570', 'FIT-00001585', 'CEL-00000730']",2000-07-11
11241,431,20,['CEL-00000580'],2000-11-28
11242,961,17,"['FIT-00002317', 'LAP-00000185', 'AUT-00000835', 'CEL-00000487']",1999-02-27
11243,105,0,"['CEL-00000046', 'FIT-00000635', 'LAP-00000031', 'AUT-00000428']",1994-09-13
11244,603,32,"['FIT-00001571', 'FIT-00002161', 'FIT-00002263']",1990-04-16
11245,729,12,"['FIT-00001061', 'CEL-00000316', 'FIT-00001341', 'LAP-00000191']",1999-09-29
11246,768,29,['FIT-00000498'],1994-11-08
11247,455,9,['AUT-00000570'],1991-07-01
11248,545,16,"['FIT-00001982', 'FIT-00000295', 'FIT-00002072', 'LAP-00000610']",1990-04-04
11249,273,21,"['FIT-00000881', 'AUT-00000237', 'FIT-00002003', 'CEL-00000160']",1990-06-30
11250,173,3,"['FIT-00001985', 'LAP-00000626', 'FIT-00000633', 'FIT-00001091']",1994-07-25
11251,271,29,"['LAP-00000390', 'FIT-00002376', 'AUT-00000661', 'AUT-00000999']",1994-05-10
11252,966,25,"['AUT-00001290', 'LAP-00000386', 'FIT-00000720']",1992-02-20
11253,608,8,"['AUT-00000448', 'FIT-00000638']",1997-04-11
11254,355,30,"['FIT-00000772', 'FIT-00000160']",1999-06-12
11255,379,31,['FIT-00002454'],1990-01-18
11256,560,3,"['CEL-00000559', 'AUT-00001121', 'CEL-00000155', 'FIT-00000106']",1993-10-04
11257,223,10,"['FIT-00000479', 'LAP-00000600']",1991-01-04
11258,873,10,"['AUT-00001377', 'LAP-00000246', 'FIT-00001279']",1996-09-28
11259,344,6,['CEL-00000327'],1991-02-03
11260,793,23,"['FIT-00001710', 'FIT-00001290', 'FIT-00000644', 'FIT-00001387']",1993-03-13
11261,698,9,"['AUT-00000636', 'AUT-00000135', 'LAP-00000707']",1995-12-26
11262,260,29,"['AUT-00001170', 'FIT-00000402', 'FIT-00002506', 'FIT-00001881']",1999-02-24
11263,782,21,"['LAP-00000535', 'LAP-00000162']",2000-05-23
11264,471,31,"['LAP-00000521', 'LAP-00000436', 'FIT-00000703']",1992-11-13
11265,549,7,"['AUT-00001087', 'AUT-00000916', 'CEL-00000352']",1992-12-18
11266,369,29,['LAP-00000046'],1992-01-02
11267,848,26,"['AUT-00001369', 'CEL-00000019', 'FIT-00001060']",1995-08-01
11268,968,3,"['AUT-00001415', 'FIT-00001503', 'FIT-00001131']",1991-01-04
11269,83,28,"['AUT-00000609', 'FIT-00000911', 'AUT-00001118', 'CEL-00000726']",1995-06-19
11270,355,9,['CEL-00000649'],1990-10-28
11271,750,32,"['FIT-00002418', 'FIT-00001164', 'CEL-00000151', 'AUT-00000499']",1999-03-16
11272,246,0,"['AUT-00000387', 'LAP-00000731', 'CEL-00000073']",1999-01-15
11273,853,24,"['AUT-00000154', 'CEL-00000732', 'LAP-00000231']",1992-05-30
11274,419,2,"['FIT-00000533', 'AUT-00000652', 'FIT-00000437', 'CEL-00000561']",1997-08-07
11275,675,4,"['FIT-00001173', 'FIT-00001691', 'FIT-00000544']",1992-05-11
11276,93,28,"['LAP-00000769', 'FIT-00000208', 'FIT-00000627', 'AUT-00000551']",1998-02-02
11277,713,29,"['FIT-00000057', 'FIT-00001756', 'CEL-00000474', 'FIT-00000463']",1990-01-01
11278,399,1,"['LAP-00000796', 'AUT-00000486', 'LAP-00000209']",1997-04-22
11279,674,6,"['LAP-00000755', 'AUT-00000849', 'FIT-00001413']",1995-11-18
